"Timestamp","Source","Dest","Action","Status","Note"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\shadps4 pkg extractor bulk installer.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Archive\shadps4_pkg_extractor_bulk_installer.ps1","Move","DryRun","Superseded -- archive"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Switch ROM Organizer.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Archive\Switch_ROM_Organizer.ps1","Move","DryRun","Superseded -- archive"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Switch ROM Organizer Mover.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Archive\Switch_ROM_Organizer_Mover.ps1","Move","DryRun","Superseded -- archive"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Switch Renamer.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Archive\Switch_Renamer.ps1","Move","DryRun","Superseded -- archive"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Switch Renamer to clean file names.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Archive\Switch_Renamer_to_clean_file_names.ps1","Move","DryRun","Superseded -- archive"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Switch Duplicate Mover.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Archive\Switch_Duplicate_Mover.ps1","Move","DryRun","Superseded -- archive"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Switch Organizer - Long Names Only.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Archive\Switch_Organizer_-_Long_Names_Only.ps1","Move","DryRun","Superseded -- archive"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PaperlessNGX - Tags.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Archive\PaperlessNGX_-_Tags.ps1","Move","DryRun","Superseded -- archive"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Folder List On Screen.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Archive\Folder_List_On_Screen.ps1","Move","DryRun","Superseded -- archive"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\RPCS3-Batch-Installer.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\PS3-RPCS3\RPCS3-Batch-Installer.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Create-RPCS3-Shortcuts-HD-DISC.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\PS3-RPCS3\Create-RPCS3-Shortcuts-HD-DISC.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PS3 Region DeDuplicate Organizer w file size v2.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\PS3-RPCS3\PS3-Region-Deduplicator.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\ps3 disc hdd deduplicator.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\PS3-RPCS3\PS3-Disc-HDD-Deduplicator.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\M3U Creator Eboot Files V2.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\PS3-RPCS3\PS3-M3U-Generator.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\param_ps3_tester_ps3.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\PS3-RPCS3\Debug-ParamSFO.ps1","Move","Missing","Source not found (may already be moved)"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Create-ShadPS4-Shortcuts.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\PS4-ShadPS4\Create-ShadPS4-Shortcuts.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Sony PS4 CUSA Shortcut Creater v2.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\PS4-ShadPS4\Sony_PS4_CUSA_Shortcut_Creater_v2.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\shadps4 pkg extractor bulk installer mixedmode.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\PS4-ShadPS4\ShadPS4-PKG-Installer.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PS4 - Folder Renamer Sentence Case.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\PS4-ShadPS4\PS4-Folder-Renamer.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Sony PS4 File Sorter.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\PS4-ShadPS4\PS4-File-Sorter.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Microsoft Xbox Region Dedupe.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\Xbox\Xbox-Region-Deduplicator.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Audits the Xbox duplicate log CSV.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\Xbox\Audit-Xbox-Dedupe-CSV.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\SwitchOrganizerGood.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\Nintendo-Switch\Switch-ROM-Organizer.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Cleans up nintendo switch folder file names.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\Nintendo-Switch\Switch-Name-Cleaner.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Shortcut_Creator_V12_with_debugging_and_platformnames_v3_ownership.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\PC-Games\Create-PC-Shortcuts.ps1","Move","Missing","Source not found (may already be moved)"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\ShortcutCreater_Batch_Files.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\PC-Games\Create-Batch-Launchers.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\GOGshortcutcreator.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\PC-Games\Create-GOG-Shortcuts.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\OpenBor Shortcut creator.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\PC-Games\Create-OpenBOR-Shortcuts.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\pcshortcutschangepaths.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\PC-Games\Update-Shortcut-Paths.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PC Games Script.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\PC-Games\Export-LaunchBox-CSV.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\CoinOPS_Symlink_ROMs_Videos_Final_v2.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\CoinOPS\Create-CoinOPS-Symlinks.ps1","Move","Missing","Source not found (may already be moved)"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\CoinOps Launch Config Updater retroarch.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\CoinOPS\Update-CoinOPS-LaunchConfigs.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Copies CoinOPS Nostalgic Roomassets.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\CoinOPS\Copy-CoinOPS-NostalgicRoom-Assets.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\launchbox copy images to coinops V2.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\CoinOPS\Copy-LaunchBox-Images-to-CoinOPS.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\LaunchBox_Media_Renamer.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\LaunchBox\Rename-LaunchBox-Media.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Platform artwork name to Launchbox scheme.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\LaunchBox\Map-Platform-Artwork-Names.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\GameBoy Color Renamer.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\ROM-Cleanup\ROM-Renamer.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Region Renamer.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\ROM-Cleanup\Region-Code-Renamer.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\1_7zip_Extractor_and_Mover.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\Archive-Tools\Extract-Archives.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\RARandINNOExtracter.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\Archive-Tools\Extract-Archives-Parallel.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Zip Verification.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\Archive-Tools\Check-Archive-Extraction.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Tekno Mover.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\TeknoParrot\Move-TeknoParrot-Games.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PaperlessNGX - Categories.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\Paperless-NGX\Sync-Paperless-Categories.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PaperlessNGX - Document Type.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\Paperless-NGX\Sync-Paperless-DocumentTypes.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PaperlessNGX - Tags 2.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\Paperless-NGX\Sync-Paperless-Tags.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\SecureBootProd.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\Enterprise-IT\Detect-SecureBootCertUpdate.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\SecureBootProdRemediation.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\Enterprise-IT\Remediate-SecureBootCertUpdate.ps1","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Scripts\PaperlessNGX_-_Categories.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\Paperless-NGX\Sync-Paperless-Categories.ps1","Move","DryRun","Token-safe version from Scripts subfolder -- preferred over root version"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Scripts\PaperlessNGX_-_Document_Type.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\Paperless-NGX\Sync-Paperless-DocumentTypes.ps1","Move","DryRun","Token-safe version from Scripts subfolder -- preferred over root version"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Scripts\PaperlessNGX_-_Tags_2.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\Paperless-NGX\Sync-Paperless-Tags.ps1","Move","DryRun","Token-safe version from Scripts subfolder -- preferred over root version"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PS4_Organizer.py","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Python\PS4\PS4_Organizer.py","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Switch ROM Renamer to Clean Names.py","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Python\Switch\Switch_ROM_Renamer.py","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Switch ROM Renamer to Clean Names v2.py","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Python\Switch\Switch_ROM_Renamer_v2.py","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\TeknoparrotNameCleanerLB.py","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Python\TeknoParrot\TeknoparrotNameCleanerLB.py","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\TeknoparrotNameCleanerLBUserinput.py","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Python\TeknoParrot\TeknoparrotNameCleanerLBUserinput.py","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PDFSecurityScanner.py","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Python\PDF\PDFSecurityScanner.py","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PDFSecurityScannerV2.py","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Python\PDF\PDFSecurityScannerV2.py","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\LBPathExtraction.py","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Python\LaunchBox\LBPathExtraction.py","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\extract_rom_path.py","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Python\Utilities\extract_rom_path.py","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\1file webscraper.py","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Python\Utilities\1file_webscraper.py","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\shadps4_auto_ok_logger.ahk","C:\Users\drtechnolust\OneDrive\Documents\Scripts\AutoHotKey\ShadPS4\shadps4_auto_ok_logger.ahk","Move","DryRun",""
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\.vscode\ImageCleanup_v4.1.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\LaunchBox\ImageCleanup_v4.1.ps1","Move","DryRun","Pulled from .vscode -- needs review and rename"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\.vscode\RPCS3-Batch-Installer-Final-version.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\PowerShell\PS3-RPCS3\RPCS3-Batch-Installer-Final-version.ps1","Move","DryRun","Pulled from .vscode -- compare with RPCS3-Batch-Installer.ps1 and archive whichever is older"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\.vscode\Install-RPCS3Pkgs.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Archive\Install-RPCS3Pkgs.ps1","Move","DryRun","Superseded by RPCS3-Batch-Installer.ps1 -- archived from .vscode"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\.vscode\Install-RPCS3Pkgs(1).ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Archive\Install-RPCS3Pkgs(1).ps1","Move","DryRun","Superseded by RPCS3-Batch-Installer.ps1 -- archived from .vscode"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\.vscode\Install-RPCS3Pkgs-working.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Archive\Install-RPCS3Pkgs-working.ps1","Move","DryRun","Superseded by RPCS3-Batch-Installer.ps1 -- archived from .vscode"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\.vscode\Install-RPCS3Pkgs-working2.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Archive\Install-RPCS3Pkgs-working2.ps1","Move","DryRun","Superseded by RPCS3-Batch-Installer.ps1 -- archived from .vscode"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\.vscode\RPCS3-Batch-Installer.ps1","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Archive\RPCS3-Batch-Installer-vscode-copy.ps1","Move","DryRun","Duplicate of root version -- archived from .vscode"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\.vscode\launch.json","C:\Users\drtechnolust\OneDrive\Documents\Scripts\VSCode\launch.json","Move","DryRun","VS Code workspace config"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\SCRIPT_LIBRARY_AUDIT.md","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Docs\SCRIPT_LIBRARY_AUDIT.md","Move","Missing","Source not found (may already be moved)"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\SCRIPT_INDEX.md","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Docs\SCRIPT_INDEX.md","Move","Missing","Source not found (may already be moved)"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\SCRIPT_BUG_REPORT.md","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Docs\SCRIPT_BUG_REPORT.md","Move","Missing","Source not found (may already be moved)"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\SCRIPT_CONSOLIDATION_PLAN.md","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Docs\SCRIPT_CONSOLIDATION_PLAN.md","Move","Missing","Source not found (may already be moved)"
"2026-04-26 16:38:48","C:\Users\drtechnolust\OneDrive\Documents\Scripts\SCRIPT_REPO_RESTRUCTURE_PLAN.md","C:\Users\drtechnolust\OneDrive\Documents\Scripts\Docs\SCRIPT_REPO_RESTRUCTURE_PLAN.md","Move","Missing","Source not found (may already be moved)"
